utt_id,seed,n_cands,mbr_idx,mbr_hyp
5849-50873-0021-323,42,15,0,take your place charles and be prepared to do your part whispered captain wodsworth
5849-50873-0022-324,42,3,0,charles got as close to the long table used by the secretaries as possible without attracting special attention
5849-50873-0023-325,42,4,1,the discussion went on darkness came and four lighted candles were placed on the table and two set on a shelf on the wall
5849-50873-0024-326,42,1,0,those two candles on the wall were a great annoyance to charles until he saw a man station near them
5849-50873-0025-327,42,2,0,though the lights were extinguished through the window the faint starlet dimly illuminated the scene
5849-50873-0026-328,42,1,0,he followed him as rapidly as he could
5849-50873-0027-329,42,15,0,the youth was close behind him and when they were outside seized his arm
5849-50873-0028-330,42,5,0,boy have a care how you approach me
5849-50873-0029-331,42,16,14,the soldiers began the crowd about the house when at a signal from captain wadsworth the traindvance came on the scene and prepared to grapple with the soldiers
5849-50873-0030-332,42,6,0,where is the charter
5849-50873-0031-333,42,14,0,you have your soldiers at the door and we have the train bands of connecticut ready to defend us against violence
5849-50873-0032-334,42,3,2,who of you has a charter
5849-50873-0033-335,42,7,2,it was a boy cries the enranged governor
5849-50873-0034-336,42,2,0,every member of the assembly shook their heads
5849-50873-0035-337,42,11,0,we do not know him he does not live in connecticut where does he live
5849-50873-0036-338,42,4,0,little did the captain or his youthful assistant dream that their simple act would make the old tree historic
5849-50873-0037-339,42,16,0,the tree in which the document was hidden was ever afterwards known as charter oak
5849-50873-0038-340,42,16,0,it remained thegris bearing fruit every year until a little after midnight august eighteen fifty six when it was prostrated by a heavy storm of wind
5849-50873-0039-341,42,16,1,when the order from the seizure of the charters was first made known the assembly of rhode island sent a most loyal address to the king saying
5849-50873-0040-342,42,16,13,he formally dissolved the assembly broke the seal of the colony which bore the figure of an anchor and the word hope admitted five of the inhabitants into his legislative council and assumed the function of governor but he did not take away the parchment on which the charter was written
5849-50873-0041-343,42,16,0,from that time until the forced union of the colonies for mutual defense at the biraking out of the french and indian war the inhabitants of rhode island bore their share in the defensive efforts especially when the hostile savages hung along their frontiers of new york like an ill omened cloud
5849-50873-0042-344,42,5,0,the history of that commonwealth is identified with that of all new england from the beginning of king william s war soon after to the expulsion of andros
5849-50962-0000-345,42,1,0,called bert who had heard his uncle getting ready to run down to the water s edge
5849-50962-0001-346,42,16,1,it s a schooner said mister bingham to mister minter and she has a very heavy cargo
5849-50962-0002-347,42,1,0,to this cord was fastened a heavy rope or cable
5849-50962-0003-348,42,13,3,what s that board for asked bert as he saw a board following the keyle
5849-50962-0004-349,42,3,1,that s the directions said hale
5849-50962-0005-350,42,3,0,they are printed in a number of languages and they tell the crew to carry the end of the cable high up to the mast and fasten it strongly there
5849-50962-0006-351,42,16,0,oh i see said bert the line will stretch then and the breeches bully will go out on a pully
5849-50962-0007-352,42,4,0,it was clear day now and much of the wicked storm had passed
5849-50962-0008-353,42,3,0,with the daylight came girls and women to the beach
5849-50962-0009-354,42,16,0,missus bobbsey missus minturn nellie and her mother besides dorothy and nan were all there flossie and freddye being obliged to stay home with dinah and susan
5849-50962-0010-355,42,12,0,of course the girls asked all sorts of questions and burt and hal tried to answer them as best they could
5849-50962-0011-356,42,16,1,it seemed a long time before any movement of the cable showed that the buoy was returning
5849-50962-0012-357,42,2,0,nearer and nearer it came until now a man s head could be seen
5849-50962-0013-358,42,6,3,the girls and women were too frightened to talk and nelie clung close to her mother
5849-50962-0014-359,42,16,2,a big roller dashing in finished the work for the life guards and a man in the cort belt banded upon shore
5849-50962-0015-360,42,16,7,everybody gathered around and nellie with a strange face and a stranger hope broke through the crowd to see the rescued man
5849-50962-0016-361,42,4,0,oh it is my father she screamed falling right into the arms of the drenched man
5849-50962-0017-362,42,2,1,but the half drowned man rubbed his eyes as if he could not believe them then next minute he pressed his little daughter to his heart unable to speak a word
5849-50962-0018-363,42,12,10,and does george bring him out there anxiously asked the brother
5849-50962-0019-364,42,3,1,safe and well came the welcome
5849-50962-0020-365,42,1,0,i guess our prayers were heard last night
5849-50962-0021-366,42,11,7,here comes another man exclaimed the people as this time a big man dashed on the sands
5849-50962-0022-367,42,1,0,while i declare we did land on a friendly shore
5849-50962-0023-368,42,16,4,just as mister bingham said the life saving work turned out to be a social affair for there was a great time greeting nellie s father and hale s uncle
5849-50962-0024-369,42,16,7,and hal and his father too put in nad
5849-50962-0025-370,42,4,0,what a morning that was at sunset beach
5849-50962-0026-371,42,16,1,i m so glad we prayed said little flossie to freddi when she heard the good news
5849-50963-0000-372,42,1,0,a beautiful day had grown out of the dreadful storm
5849-50963-0001-373,42,2,0,and everybody was so happy
5849-50963-0002-374,42,16,5,the neptune the vessel that had struck on the sand bar was now safely anchored near shore and the sailors came in and out in rowboats back and forth to land just as they wished
5849-50963-0003-375,42,2,0,then we had to go back to work at the logs went on the captain and then one of our crew took a fever
5849-50963-0004-376,42,11,0,that was what delayed us so
5849-50963-0005-377,42,16,3,finally we had every log gloated on the schooner and we started off
5849-50963-0006-378,42,4,0,we counted on getting home last week when this last storm struck us and drove us out of our course
5849-50963-0007-379,42,5,1,about the value asked mister bobsey who was down from the city
5849-50963-0008-380,42,2,0,the value repeated the captain aside so that the strangers might not hear
5849-50963-0009-381,42,16,2,while i am a rich man now and so is my mate macgloucklan for that wood was contracted for by the largest and richest piano firm in this country and now it is all but delivered to them and the money in our hands
5849-50963-0010-382,42,5,0,yes indeed it would have taken us a lifetime to accumulate as much money as we have earned in this year
5849-50963-0011-383,42,4,0,maybe aunt emily will take you down to the city on her shopping tour suggested nan
5849-50963-0012-384,42,16,7,he made the clerk to move all the trucks from the isles and i guess everybody was glad the army fell down
5849-50963-0013-385,42,3,0,the wonderful fresh air that these men lived in night and day had brightened their eyes too so that even the plainest face and the most awkward man among them was as nimble as an athlete from his perfect exercise
5849-50964-0000-386,42,16,1,i don t know how to say good bye to you nellie told dorothy and inn next morning
5849-50964-0001-387,42,1,0,oh that will be splendid declared nan
5849-50964-0002-388,42,3,0,you are quite rich now aren t you remarked dorothy
5849-50964-0003-389,42,3,0,and dorothy went up and down the room like the pictures of cinderella s proud sisters
5849-50964-0004-390,42,3,0,and we will be on hand thank you replied the joking dorothy
5849-50964-0005-391,42,16,0,come nelie called missus mcloulyn i m ready where s your hat
5849-50964-0006-392,42,9,0,we might be able to manage that too nellie told him
